X1,sys_RespNum,QUOTA,Q9Quota,State,Region,Opinion_aqua_pre,Support_pre,Wild_farmed_pre,M3_strong,M3_weak,VIDEOQUOTA,Opinion_video,Support_post,Purchase_seafood_post,Opinion_aqua_post,Wild_farmed_post,Trust_scientists,Trust_NGO,Trust_Govt,Trust_Chefs,Trust_farmers,Trust_grocer,Trust_food_companies,Age,Marital,Education,Religion,Race,Income,Gender,MXD_I,MXD_II,MXD_III,MXD_IV,MXD_V,MXD_VI,MXD_VII,MXD_VIII,MXD_IX,MXD_X,Message_1,Message_2,Message_3,Message_4,Message_5,Message_6,Message_7,Message_8,Message_9,Message_10,Region_factor,Gender_factor,Race_factor,Education_factor,Marital_factor,Last_seafood_factor,Neighborhood_factor,survey_2_region,survey_2_state
629,27,1,1,39,1,2,2,1,5,2,6,1,1,1,1,2,5,5,4,5,5,3,4,56,1,4,1,1,3,2,3.25308,7.15868,0.91466,12.54577,19.93652,5.52589,5.93675,18.82947,4.99884,20.90033,2,6,1,7,9,4,5,8,3,10,Northeast,Female,White,"Some college, no degree",Single,Within the last week,Suburban,5,Pennsylvania
695,14,1,2,44,4,2,2,2,4,2,3,1,2,2,1,2,4,3,4,4,4,4,4,56,2,6,3,1,6,1,8.26276,17.66619,0.57454,13.37206,11.98483,1.5798,5.23873,23.12575,4.74802,13.44732,5,9,1,7,6,2,4,10,3,8,South,Male,White,4-year college/bachelor's degree,Married,Within the last week,Suburban,8,Texas
789,127,1,1,50,2,3,3,1,5,3,5,1,2,2,2,1,4,3,3,4,3,3,3,56,1,9,2,1,7,1,6.84255,4.40702,0.41709,4.40028,12.26078,5.09229,6.62003,16.43483,19.38621,24.13891,6,3,1,2,7,4,5,8,9,10,Midwest,Male,White,Doctoral/law degree,Single,2 days ago,Suburban,6,Wisonsin
13,618,1,2,1,4,2,2,3,4,2,3,2,2,3,2,3,1,1,1,3,3,3,3,55,1,4,1,1,1,1,19.78782,7.34652,1.71683,17.05023,18.19958,3.4078,7.50836,6.94343,10.32302,7.71642,10,4,1,8,9,2,5,3,7,6,South,Male,White,"Some college, no degree",Single,More than a month ago,Suburban,8,Alabama
135,1055,1,1,5,3,5,4,1,4,1,1,2,3,3,5,1,4,4,4,2,3,2,1,55,6,8,8,5,9,6,3.40256,3.57884,0.30923,3.28103,16.9906,16.28373,8.22933,14.28847,8.72507,24.91114,3,4,1,2,9,8,5,7,6,10,West,No answer,Other,2 or 3 years postgraduate work/master's degree,Other,More than a month ago,Suburban,3,California
208,708,1,1,10,4,3,3,#NULL!,5,2,2,3,3,#NULL!,2,#NULL!,4,3,3,4,3,3,3,55,5,4,8,1,3,2,15.28873,22.49545,6.35521,16.86396,14.53621,2.20693,1.39619,3.11093,11.84428,5.90211,8,10,5,9,7,2,1,3,6,4,South,Female,White,"Some college, no degree",Widowed,Never,Suburban,8,Florida
291,604,1,1,14,2,3,3,3,3,3,5,3,3,3,3,3,3,3,2,4,3,4,3,55,2,6,4,1,2,1,4.48284,21.87204,1.24596,12.83358,6.99445,5.66254,7.54456,16.11378,15.98226,7.26798,2,10,1,7,4,3,6,9,8,5,Midwest,Male,White,4-year college/bachelor's degree,Married,Yesterday,Suburban,6,Illinois
323,596,1,2,15,2,1,1,3,5,1,3,1,1,2,1,3,3,3,2,2,5,2,4,55,2,8,2,1,7,1,16.68277,16.20224,6.78471,23.5408,8.8846,0.48033,4.05156,13.09426,2.83473,7.44401,9,8,4,10,6,1,3,7,2,5,Midwest,Male,White,2 or 3 years postgraduate work/master's degree,Married,Yesterday,Suburban,6,Indiana
429,395,1,1,25,4,3,2,3,5,3,5,1,1,1,1,2,4,3,6,3,4,2,3,55,3,4,2,1,1,2,13.15795,4.33593,3.91001,5.80298,4.62975,5.82426,13.05786,7.13253,21.52853,20.62021,8,2,1,4,3,5,7,6,10,9,South,Female,White,"Some college, no degree",Divorced,More than a month ago,Urban,8,Mississippi
632,93,1,1,39,1,4,4,1,4,3,3,2,1,1,2,3,4,2,4,5,5,4,4,55,6,4,12,2,2,2,9.29445,13.29697,15.23095,14.00487,5.6951,1.09129,5.1531,13.39735,17.4582,5.37772,5,6,9,8,4,1,2,7,10,3,Northeast,Female,African American,"Some college, no degree",Other,Within the last week,Rural,5,Pennsylvania
682,508,1,1,43,4,3,2,#NULL!,3,2,2,2,2,#NULL!,1,#NULL!,4,3,3,4,5,4,3,55,1,5,1,1,1,1,14.71758,12.75403,20.69814,7.48271,4.94366,12.17167,5.12508,2.72419,11.39581,7.98713,9,8,10,4,2,7,3,1,6,5,South,Male,White,Vocational training/2 year college,Single,Within the last week,Suburban,8,Tennessee
685,759,1,2,43,4,2,2,2,4,3,4,2,2,3,2,2,5,3,2,3,4,3,3,55,2,6,6,1,3,1,5.09654,12.66133,8.59543,8.91562,18.41191,9.5136,13.03232,8.2847,6.40609,9.08247,1,8,4,5,10,7,9,3,2,6,South,Male,White,4-year college/bachelor's degree,Married,2 days ago,Urban,8,Tennessee
699,57,1,1,44,4,5,4,1,4,4,3,1,2,2,2,2,5,4,4,4,4,4,4,55,2,4,3,1,5,1,14.77762,5.96568,3.25704,15.07066,3.21135,2.24326,6.30412,14.54482,14.52604,20.09941,8,4,3,9,2,1,5,7,6,10,South,Male,White,"Some college, no degree",Married,Within the last month,Suburban,8,Texas
717,476,1,2,44,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,55,2,8,3,1,7,2,14.35152,5.78589,9.15577,5.08624,5.63664,9.18969,6.89376,10.17167,13.63224,20.09657,9,3,5,1,2,6,4,7,8,10,South,Female,White,2 or 3 years postgraduate work/master's degree,Married,More than a month ago,Suburban,8,Texas
760,521,1,1,47,4,2,2,2,5,1,2,2,1,1,1,2,2,3,2,2,3,2,2,55,1,9,3,1,2,1,8.38458,15.7488,3.35724,9.57993,5.72348,0.84549,2.61113,17.00051,14.13339,22.61545,5,8,3,6,4,1,2,9,7,10,South,Male,White,Doctoral/law degree,Single,Within the last month,Suburban,5,Virginia
762,567,1,1,47,4,2,2,1,5,4,3,1,1,2,2,3,4,4,3,3,4,4,3,55,1,5,12,1,1,1,9.17784,5.33656,0.69847,16.08461,6.10472,5.51948,1.66946,16.11858,16.97198,22.3183,6,3,1,7,5,4,2,8,9,10,South,Male,White,Vocational training/2 year college,Single,Within the last week,Suburban,5,Virginia
763,575,1,1,47,4,5,5,1,5,4,4,2,3,2,2,1,2,2,2,2,4,3,3,55,2,3,1,1,2,1,15.55989,8.74682,6.88099,4.86255,12.82713,8.46026,2.80153,11.88954,22.53835,5.43295,9,6,4,2,8,5,1,7,10,3,South,Male,White,High school graduate,Married,Within the last month,Suburban,5,Virginia
4,151,1,1,1,4,3,3,3,5,4,4,2,2,1,2,3,3,2,2,5,4,3,3,54,2,9,3,#NULL!,8,1,6.70762,15.05272,5.52175,12.82352,11.25197,10.9089,9.58836,14.7096,8.65954,4.77601,3,10,2,8,7,6,5,9,4,1,South,Male,NA,Doctoral/law degree,Married,Yesterday,Suburban,8,Alabama
63,171,1,1,5,3,2,3,1,5,3,2,#NULL!,3,2,2,1,4,3,1,4,5,4,1,54,1,4,11,1,1,1,6.89671,7.68355,3.60856,12.82509,19.7799,2.42086,15.84513,9.57348,9.86177,11.50496,3,4,2,8,10,1,9,5,6,7,West,Male,White,"Some college, no degree",Single,More than a month ago,Suburban,3,California
103,671,1,1,5,3,3,3,1,5,2,5,1,1,1,1,2,4,4,3,3,3,3,3,54,2,4,8,1,5,2,5.33003,1.95192,0.809,2.80857,6.85338,12.46888,13.8185,22.07887,9.41471,24.46614,4,2,1,3,5,7,8,9,6,10,West,Female,White,"Some college, no degree",Married,More than a month ago,Suburban,3,California
137,1076,1,1,5,3,3,3,1,4,2,1,1,1,1,1,2,4,2,2,3,4,3,2,54,3,5,11,1,4,2,17.43872,18.92923,1.63493,17.70556,11.15182,1.05603,4.44986,16.14558,3.99678,7.49149,8,10,2,9,6,1,4,7,3,5,West,Female,White,Vocational training/2 year college,Divorced,More than a month ago,Suburban,3,California
162,235,1,2,9,4,4,3,#NULL!,3,3,2,3,3,#NULL!,3,#NULL!,2,2,2,2,2,2,2,54,1,3,11,2,1,#NULL!,9.46205,10.57124,8.39786,10.20475,10.58983,12.58439,6.70468,12.89409,11.32679,7.26433,4,6,3,5,7,9,1,10,8,2,South,NA,African American,High school graduate,Single,Never,Suburban,5,District of Columbia
163,474,1,2,9,4,4,4,1,4,2,6,1,2,2,2,1,4,4,3,3,3,3,3,54,2,7,3,1,7,1,7.33781,6.49582,0.65386,7.56624,15.37728,7.46431,15.54926,12.21356,7.1702,20.17166,4,2,1,6,8,5,9,7,3,10,South,Male,White,"Some postgraduate work, no degree",Married,Yesterday,Urban,5,District of Columbia
194,428,1,1,10,4,5,5,1,5,2,4,3,5,5,5,1,1,6,1,2,2,2,1,54,1,5,1,1,1,2,12.16251,11.2382,2.58173,11.17138,9.40436,1.85546,8.56033,24.10613,3.19059,15.72929,8,7,2,6,5,1,4,10,3,9,South,Female,White,Vocational training/2 year college,Single,Within the last week,Suburban,8,Florida
195,442,1,1,10,4,2,2,2,5,3,5,1,1,1,1,2,5,5,5,5,5,4,5,54,2,3,11,1,2,2,23.44906,6.36624,4.18026,13.80764,15.07578,5.52356,1.49618,2.91805,16.35451,10.82872,10,5,3,7,8,4,1,2,9,6,South,Female,White,High school graduate,Married,Within the last month,Urban,8,Florida
210,734,1,2,10,4,2,2,1,4,1,2,1,1,1,1,2,4,3,3,3,4,4,2,54,3,6,5,1,3,2,4.43432,3.27264,0.41319,2.95583,6.49704,10.58814,12.48747,19.63588,17.59869,22.1168,4,3,1,2,5,6,7,9,8,10,South,Female,White,4-year college/bachelor's degree,Divorced,Within the last week,Rural,8,Florida
219,865,1,1,10,4,3,3,1,4,2,1,1,1,1,1,1,4,4,3,3,3,3,3,54,2,6,2,1,4,2,13.42032,7.99987,2.4829,19.46815,10.91074,3.96207,11.0124,12.03747,6.35227,12.3538,9,4,1,10,5,2,6,7,3,8,South,Female,White,4-year college/bachelor's degree,Married,Within the last week,Urban,8,Florida
229,1044,1,1,10,4,1,1,2,5,3,1,1,1,1,1,2,5,5,3,4,5,4,3,54,2,4,2,#NULL!,1,1,5.77902,12.0885,0.36273,11.05132,18.32292,1.21536,3.67608,16.95948,10.38003,20.16455,4,7,1,6,9,2,3,8,5,10,South,Male,NA,"Some college, no degree",Married,Within the last month,Suburban,8,Florida
231,6,1,2,11,4,6,3,3,3,4,6,3,3,3,3,3,6,6,6,6,6,6,6,54,2,3,12,1,9,2,7.34344,10.25921,2.5538,7.90279,15.66325,12.13363,13.86015,16.1522,3.87385,10.25768,3,6,1,4,9,7,8,10,2,5,South,Female,White,High school graduate,Married,More than a month ago,Rural,8,Georgia
283,444,1,2,14,2,1,1,2,5,5,2,1,1,1,1,2,5,1,5,5,5,5,5,54,2,3,11,1,4,1,10.23986,10.00771,8.34303,7.00831,12.96434,14.1245,9.85973,7.19064,10.8171,9.44477,7,6,3,1,9,10,5,2,8,4,Midwest,Male,White,High school graduate,Married,Within the last month,Rural,6,Illinois
312,126,1,2,15,2,4,4,2,4,2,1,1,1,1,1,2,5,3,4,5,4,4,3,54,6,4,2,1,1,1,6.13845,7.30519,0.50464,5.84085,19.06782,5.05258,7.52951,11.76844,12.74963,24.04289,4,5,1,3,9,2,6,7,8,10,Midwest,Male,White,"Some college, no degree",Other,Yesterday,Urban,6,Indiana
432,815,1,2,25,4,2,1,3,1,1,2,1,2,1,3,3,3,4,4,6,5,4,5,54,2,4,2,1,3,2,12.07609,6.65497,18.75791,9.94453,5.60311,3.08334,4.81869,11.56716,18.73529,8.7589,8,4,10,6,3,1,2,7,9,5,South,Female,White,"Some college, no degree",Married,2 days ago,Rural,8,Mississippi
464,172,1,2,29,3,3,3,3,4,1,3,3,3,3,3,3,3,3,1,2,3,3,3,54,2,6,8,1,6,1,20.89131,3.71104,20.50428,9.76305,6.93388,1.39779,8.07323,4.76428,16.3487,7.61243,10,2,9,7,4,1,6,3,8,5,West,Male,White,4-year college/bachelor's degree,Married,Within the last month,Suburban,7,Nevada
492,571,1,1,31,1,3,3,2,4,4,4,2,3,2,4,#NULL!,4,3,3,3,4,4,2,54,2,7,11,1,6,1,9.71481,14.18866,8.49401,7.51527,14.29494,4.61528,13.07495,9.4533,16.49035,2.15842,6,8,4,3,9,2,7,5,10,1,Northeast,Male,White,"Some postgraduate work, no degree",Married,Today,Suburban,5,New Jersey
526,437,1,2,33,1,1,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,54,2,6,3,1,2,2,10.35513,13.55692,3.05243,14.01824,15.25359,5.0099,14.16363,5.37223,9.23117,9.98676,6,7,1,8,10,2,9,3,4,5,Northeast,Female,White,4-year college/bachelor's degree,Married,Never,Rural,5,New York
547,1030,1,1,33,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,54,1,4,11,2,1,1,14.75119,10.00695,4.53337,6.96293,11.31242,3.98363,20.79523,11.12107,10.73472,5.79849,9,5,2,4,8,1,10,7,6,3,Northeast,Male,African American,"Some college, no degree",Single,Today,Urban,5,New York
614,819,1,2,37,4,3,3,2,4,2,4,1,2,2,2,2,2,3,3,3,4,4,3,54,3,5,1,1,1,2,14.83278,14.50895,4.27844,14.3919,15.14356,4.20628,1.89533,5.24897,18.97804,6.51574,8,7,3,6,9,2,1,4,10,5,South,Female,White,Vocational training/2 year college,Divorced,More than a month ago,Urban,8,Oklahoma
652,753,1,1,39,1,5,5,#NULL!,5,5,6,5,4,#NULL!,4,#NULL!,2,2,1,3,1,3,3,54,2,5,2,1,2,2,13.78213,5.86311,4.7067,9.10802,12.7691,8.58703,16.3833,5.82694,4.42505,18.54863,8,4,2,6,7,5,9,3,1,10,Northeast,Female,White,Vocational training/2 year college,Married,More than a month ago,Rural,5,Pennsylvania
679,443,1,2,43,4,3,2,3,5,4,3,1,1,1,1,2,3,3,3,3,4,3,3,54,2,5,1,1,2,2,6.95598,16.35537,0.52405,16.42905,10.9216,2.64054,2.87291,12.09142,6.19785,25.01124,5,8,1,9,6,2,3,7,4,10,South,Female,White,Vocational training/2 year college,Married,Within the last week,Suburban,8,Tennessee
687,794,1,1,43,4,3,3,3,5,3,4,1,1,1,1,2,4,5,4,4,5,5,3,54,5,6,12,1,2,2,6.35643,21.33194,2.98154,9.72168,19.86134,1.67379,16.89181,12.16289,7.20497,1.81362,4,10,3,6,9,1,8,7,5,2,South,Female,White,4-year college/bachelor's degree,Widowed,Within the last month,Rural,8,Tennessee
689,803,1,2,43,4,3,3,#NULL!,4,3,2,1,2,#NULL!,1,#NULL!,2,6,2,4,4,4,3,54,2,5,1,1,3,2,18.49968,3.89139,6.69979,13.62846,5.55013,1.24648,10.45179,12.24267,19.06985,8.71977,9,2,4,8,3,1,6,7,10,5,South,Female,White,Vocational training/2 year college,Married,More than a month ago,Rural,8,Tennessee
66,234,1,2,5,3,4,4,1,4,3,5,1,1,1,1,2,4,4,4,4,4,3,4,53,2,3,3,1,3,2,5.5555,6.56871,3.79875,15.3711,3.98624,6.83497,7.02657,13.56374,25.14187,12.15255,3,4,1,9,2,5,6,8,10,7,West,Female,White,High school graduate,Married,Within the last month,Urban,3,California
68,281,1,1,5,3,4,4,1,3,3,1,3,3,3,3,2,3,3,3,3,3,3,2,53,2,6,13,3,9,1,7.84309,11.8081,3.56237,5.0363,10.8188,13.8927,9.51627,14.06175,3.80911,19.6515,4,7,1,3,6,8,5,9,2,10,West,Male,Asian,4-year college/bachelor's degree,Married,Can't remember,Suburban,3,California
83,412,1,1,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,53,2,4,3,1,2,2,7.94572,14.15279,8.54562,6.72979,19.88598,4.84258,15.65275,5.03418,12.18398,5.02662,5,8,6,4,10,1,9,3,7,2,West,Female,White,"Some college, no degree",Married,Within the last month,Urban,3,California
84,446,1,2,5,3,3,3,#NULL!,5,1,1,3,3,#NULL!,3,#NULL!,4,2,2,3,3,2,2,53,1,5,2,1,4,2,8.24562,13.19292,4.23124,7.25962,23.10891,0.72897,6.07936,21.21557,4.33545,11.60234,6,8,2,5,10,1,4,9,3,7,West,Female,White,Vocational training/2 year college,Single,Never,Urban,3,California
243,297,1,2,11,4,3,2,1,4,3,2,3,3,2,3,1,4,3,3,3,3,3,3,53,1,3,2,2,1,1,15.15564,3.08337,1.63742,8.978,8.03881,4.74958,4.64433,6.70184,25.09102,21.91999,8,2,1,7,6,4,3,5,10,9,South,Male,African American,High school graduate,Single,Within the last month,Urban,8,Georgia
244,299,1,2,11,4,1,1,1,5,3,4,1,1,3,1,1,5,5,2,4,5,2,2,53,1,5,11,2,2,1,16.2177,1.55602,1.51469,7.98961,6.32064,7.12491,3.64809,10.92396,26.1615,18.54287,8,2,1,6,4,5,3,7,10,9,South,Male,African American,Vocational training/2 year college,Single,Within the last week,Suburban,8,Georgia
254,743,1,1,11,4,3,3,3,4,3,4,2,2,3,3,2,3,3,3,3,3,3,3,53,2,4,1,1,2,2,7.12731,19.74175,21.79295,18.50869,7.76175,1.11554,4.94344,4.83037,8.58501,5.59317,5,9,10,8,6,1,3,2,7,4,South,Female,White,"Some college, no degree",Married,Within the last month,Urban,8,Georgia
278,370,1,2,14,2,3,3,#NULL!,3,3,1,3,3,#NULL!,6,#NULL!,3,6,2,3,3,4,4,53,1,#NULL!,13,2,2,2,20.69811,11.31431,15.49662,14.60262,8.51117,6.88014,6.15415,5.2254,2.53517,8.58231,10,7,9,8,5,4,3,2,1,6,Midwest,Female,African American,NA,Single,Never,Urban,6,Illinois
282,440,1,1,14,2,2,2,2,4,3,4,2,3,3,2,2,4,3,3,3,4,3,3,53,2,6,3,1,4,2,8.60648,17.5999,0.59363,13.26863,18.83999,0.83851,6.05059,17.26595,11.69249,5.24383,5,9,1,7,10,2,4,8,6,3,Midwest,Female,White,4-year college/bachelor's degree,Married,More than a month ago,Suburban,6,Illinois
294,717,1,1,14,2,6,2,#NULL!,5,5,3,1,3,#NULL!,3,#NULL!,5,5,3,5,5,5,5,53,1,2,11,2,1,1,5.77763,18.56327,3.94678,17.96483,15.86149,2.38572,7.8713,10.61998,8.0439,8.9651,3,10,2,9,8,1,4,7,5,6,Midwest,Male,African American,Some high school,Single,Within the last month,Urban,6,Illinois
319,433,1,2,15,2,2,3,1,4,3,3,2,2,2,2,1,4,4,5,4,3,4,4,53,2,4,2,1,4,1,15.61759,18.47095,2.78322,17.87145,7.85103,3.38806,8.47414,5.17006,13.31229,7.06121,8,10,1,9,5,2,6,3,7,4,Midwest,Male,White,"Some college, no degree",Married,Within the last month,Rural,6,Indiana
336,169,1,2,16,2,1,1,#NULL!,4,1,5,3,3,#NULL!,2,#NULL!,4,4,2,3,5,4,2,53,2,6,2,1,5,1,21.42168,16.7875,11.08569,23.65218,5.2055,0.52039,3.10273,5.40131,9.79318,3.02983,9,8,7,10,4,1,3,5,6,2,Midwest,Male,White,4-year college/bachelor's degree,Married,More than a month ago,Rural,6,Iowa
350,365,1,1,18,4,3,2,3,5,4,5,1,1,1,1,2,5,4,5,4,5,3,3,53,3,5,1,1,3,2,3.22478,10.33609,7.78746,6.67117,24.88737,5.00591,16.98179,21.1832,2.57565,1.34659,3,7,6,5,10,4,8,9,2,1,South,Female,White,Vocational training/2 year college,Divorced,Within the last month,Rural,8,Kentucky
352,650,1,2,18,4,6,5,#NULL!,3,3,2,1,2,#NULL!,2,#NULL!,6,6,6,6,6,6,6,53,2,2,7,1,1,2,4.38951,6.73962,9.1875,4.2155,16.02436,6.56316,5.99988,10.56219,17.74916,18.56912,2,5,6,1,8,4,3,7,9,10,South,Female,White,Some high school,Married,Within the last month,Rural,8,Kentucky
353,800,1,2,18,4,6,2,#NULL!,5,2,4,2,1,#NULL!,1,#NULL!,2,2,2,5,3,3,3,53,2,4,2,1,3,2,3.10926,13.27956,0.69044,5.94279,24.49302,0.77484,13.40389,19.71384,6.25379,12.33858,3,7,1,4,10,2,8,9,5,6,South,Female,White,"Some college, no degree",Married,Can't remember,Suburban,8,Kentucky
431,744,1,2,25,4,1,1,2,5,3,2,1,1,1,1,2,4,4,3,3,3,4,4,53,2,1,12,5,1,2,16.44112,4.79723,5.37249,17.66738,5.12522,1.06443,4.44919,3.78538,19.94456,21.353,7,4,6,8,5,1,3,2,9,10,South,Female,Other,Grade school,Married,Yesterday,Suburban,8,Mississippi
453,131,1,1,27,3,1,3,#NULL!,5,3,1,1,1,#NULL!,1,#NULL!,3,4,2,3,4,4,3,53,3,5,1,1,2,1,3.71873,5.49559,0.43075,8.21382,8.73317,4.32972,4.83086,18.53969,23.04802,22.65966,2,5,1,6,7,3,4,8,10,9,West,Male,White,Vocational training/2 year college,Divorced,More than a month ago,Suburban,7,Montana
468,645,1,2,29,3,3,3,1,5,3,5,2,1,2,2,3,5,3,4,3,3,3,5,53,2,4,1,5,2,2,14.39199,5.26876,7.76672,10.29002,13.51076,7.63041,9.49362,9.95918,10.95089,10.73764,10,1,3,6,9,2,4,5,8,7,West,Female,Other,"Some college, no degree",Married,Yesterday,Urban,7,Nevada
693,854,1,1,43,4,3,3,#NULL!,4,1,6,3,3,#NULL!,3,#NULL!,3,3,3,3,4,3,3,53,2,6,1,1,2,2,10.39598,13.37664,1.70846,7.85164,12.73098,1.14113,10.25593,21.27129,2.73153,18.53643,6,8,2,4,7,1,5,10,3,9,South,Female,White,4-year college/bachelor's degree,Married,Never,Rural,8,Tennessee
736,857,1,2,44,4,5,2,3,5,4,1,1,3,1,1,2,2,4,3,3,3,4,3,53,2,3,13,1,4,2,7.22198,18.79909,3.43069,14.27288,13.43592,2.13696,9.09041,13.48375,4.97137,13.15695,4,10,2,9,7,1,5,8,3,6,South,Female,White,High school graduate,Married,More than a month ago,Rural,8,Texas
790,142,1,2,50,2,6,3,#NULL!,2,1,6,3,3,#NULL!,3,#NULL!,6,6,6,6,6,6,6,53,1,4,11,1,9,1,6.83244,9.90088,2.26824,11.24514,6.44483,8.66276,7.57029,15.72214,19.54729,11.80598,3,6,1,7,2,5,4,9,10,8,Midwest,Male,White,"Some college, no degree",Single,Never,Urban,6,Wisonsin
69,283,1,2,5,3,1,1,2,4,5,4,1,1,1,1,1,5,4,5,4,4,5,5,52,#NULL!,4,5,1,2,1,21.45943,2.93217,7.338,6.61745,17.32519,4.37106,13.01288,8.20174,14.20379,4.53829,10,1,5,4,9,2,7,6,8,3,West,Male,White,"Some college, no degree",NA,Yesterday,Suburban,3,California
184,263,1,2,10,4,1,1,1,5,5,1,3,2,2,2,1,3,4,1,3,4,2,2,52,3,6,11,1,3,2,21.16363,11.29874,2.75334,19.16767,8.94564,1.04133,1.75244,9.58382,17.428,6.86539,10,7,3,9,5,1,2,6,8,4,South,Female,White,4-year college/bachelor's degree,Divorced,2 days ago,Suburban,8,Florida
326,641,1,1,15,2,2,1,3,5,2,2,2,2,2,2,2,3,3,2,4,4,3,3,52,2,5,2,1,4,1,6.95815,12.12077,1.85151,8.94487,7.75438,17.59012,1.4606,7.86491,10.20367,25.25102,3,8,2,6,4,9,1,5,7,10,Midwest,Male,White,Vocational training/2 year college,Married,Can't remember,Rural,6,Indiana
364,827,1,2,19,4,2,1,3,5,3,1,1,1,1,1,2,3,3,3,3,3,3,3,52,3,5,12,1,1,2,15.32637,13.36867,8.30284,11.27226,10.84827,2.54471,13.45638,13.38924,6.00124,5.49003,10,7,4,6,5,1,9,8,3,2,South,Female,White,Vocational training/2 year college,Divorced,More than a month ago,Rural,8,Louisiana
448,630,1,1,26,2,3,1,2,4,4,5,#NULL!,1,1,1,2,4,4,5,4,4,5,5,52,3,3,1,1,1,1,8.45775,12.48671,1.93118,7.06995,24.30406,5.02812,6.53825,10.74509,13.43466,10.00423,5,8,1,4,10,2,3,7,9,6,Midwest,Male,White,High school graduate,Divorced,2 days ago,Urban,6,Missouri
525,434,1,2,33,1,3,3,1,3,3,2,3,2,4,3,1,3,3,3,3,3,4,1,52,2,6,11,1,6,1,10.36722,13.59283,18.06102,7.26671,7.01049,6.5819,16.96002,8.97432,6.19887,4.98663,7,8,10,5,4,3,9,6,2,1,Northeast,Male,White,4-year college/bachelor's degree,Married,Within the last week,Suburban,5,New York
638,266,1,1,39,1,3,4,1,5,3,4,1,2,2,2,1,4,2,4,4,3,3,3,52,2,5,11,1,5,2,10.81981,23.61123,6.57892,13.02273,8.80291,2.24709,2.07929,17.24311,5.97173,9.62318,7,10,4,8,5,2,1,9,3,6,Northeast,Female,White,Vocational training/2 year college,Married,2 days ago,Suburban,5,Pennsylvania
640,397,1,2,39,1,2,2,1,5,5,6,1,1,1,2,1,4,4,3,4,5,5,4,52,3,5,3,1,1,2,11.60613,4.13974,3.50508,4.6473,17.42761,7.45385,4.76031,17.21873,21.56032,7.68093,7,2,1,3,9,5,4,8,10,6,Northeast,Female,White,Vocational training/2 year college,Divorced,Within the last month,Suburban,5,Pennsylvania
655,764,1,1,39,1,1,3,3,5,1,1,1,3,3,1,3,4,4,2,3,5,3,3,52,2,8,3,1,3,1,18.57786,16.32558,7.89731,19.09174,12.63017,0.55178,3.46662,4.99608,13.57914,2.88373,9,8,5,10,6,1,3,4,7,2,Northeast,Male,White,2 or 3 years postgraduate work/master's degree,Married,2 days ago,Suburban,5,Pennsylvania
691,846,1,2,43,4,3,3,#NULL!,3,3,2,3,2,#NULL!,2,#NULL!,3,3,3,4,5,4,3,52,3,3,12,1,2,2,4.74168,19.01675,5.66273,8.57712,11.44824,4.1221,14.16092,16.93365,11.06618,4.27063,3,10,4,5,7,1,8,9,6,2,South,Female,White,High school graduate,Divorced,Can't remember,Urban,8,Tennessee
54,84,1,2,5,3,3,3,1,4,3,5,2,3,3,2,3,3,2,3,4,4,4,4,51,2,5,1,1,4,1,7.98282,6.75015,6.84771,6.49166,10.07939,2.68478,10.35706,23.65604,2.74843,22.40196,6,4,5,3,7,1,8,10,2,9,West,Male,White,Vocational training/2 year college,Married,Within the last month,Suburban,3,California
280,430,1,2,14,2,3,1,1,1,5,5,1,2,3,1,1,3,3,3,3,3,3,3,51,2,3,2,1,2,2,11.05314,17.57894,9.28192,7.72202,6.36486,8.44092,11.95787,4.87549,14.81699,7.90784,7,10,6,3,2,5,8,1,9,4,Midwest,Female,White,High school graduate,Married,Within the last week,Suburban,6,Illinois
360,654,1,1,19,4,2,2,3,5,2,1,2,1,2,1,3,4,3,3,4,4,6,3,51,2,3,1,1,5,2,13.32549,12.19109,16.79203,21.20118,3.50826,1.05043,9.43909,8.88771,7.92711,5.67762,8,7,9,10,2,1,6,5,4,3,South,Female,White,High school graduate,Married,Within the last week,Suburban,8,Louisiana
393,752,1,1,22,1,1,1,3,4,3,2,1,2,2,1,3,4,3,3,4,4,3,3,51,2,4,3,1,3,2,4.32209,3.88157,1.02752,4.32245,14.82932,4.5798,17.33176,21.69837,5.15342,22.8537,3,2,1,4,7,5,8,9,6,10,Northeast,Female,White,"Some college, no degree",Married,Within the last week,Rural,4,Massachusetts
493,731,1,2,31,1,2,2,3,4,2,3,2,2,2,2,2,4,3,5,4,4,4,3,51,2,6,3,1,8,1,10.81488,17.86155,3.38833,23.98368,8.1611,0.60218,1.87602,10.49476,13.30475,9.51277,7,9,3,10,4,1,2,6,8,5,Northeast,Male,White,4-year college/bachelor's degree,Married,Within the last week,Suburban,5,New Jersey
495,838,1,2,31,1,2,2,3,4,2,5,2,2,2,2,2,5,1,3,4,3,3,2,51,1,6,8,1,2,2,10.9798,17.71139,0.48204,9.31877,15.75968,1.03713,6.53955,23.0998,4.44444,10.62739,7,9,1,5,8,2,4,10,3,6,Northeast,Female,White,4-year college/bachelor's degree,Single,Within the last month,Urban,5,New Jersey
